firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source
MI231277,Smith & Associates,Springfield,Calhoun,MI,Litigation,1952,29,(811)-552-7581,law601.com,Michigan State Bar - dir.michbar.org
MI822303,Warner Norcross & Judd - Calhoun Office,Springfield,Calhoun,MI,Corporate,1983,6,(558)-527-4365,legal477.com,Michigan State Bar - dir.michbar.org
MI180232,Williams & Associates,Springfield,Calhoun,MI,Family,2007,43,(919)-418-8527,legal594.com,Michigan State Bar - dir.michbar.org
MI147382,Associates,Springfield,Cass,MI,Corporate,1959,5,(736)-339-5637,legal496.com,Michigan State Bar - dir.michbar.org
MI915779,Clark Hill - Cass Office,Springfield,Cass,MI,General,2002,27,(430)-436-4762,legal146.com,Michigan State Bar - dir.michbar.org
MI214877,Davis & Associates,Springfield,Cass,MI,General,2011,35,(457)-704-9282,firm195.com,Michigan State Bar - dir.michbar.org
MI204901,Dykema - Cass Office,Springfield,Cass,MI,Litigation,2005,39,(365)-530-6892,law758.com,Michigan State Bar - dir.michbar.org
MI761716,Jones & Associates,Springfield,Cass,MI,General,1969,1,(458)-826-8997,legal114.com,Michigan State Bar - dir.michbar.org
MI234105,Law Firm,Springfield,Cass,MI,Family,1984,26,(918)-419-3552,firm329.com,Michigan State Bar - dir.michbar.org
MI693874,Miller & Associates,Springfield,Cass,MI,General,1997,16,(339)-822-3060,law239.com,Michigan State Bar - dir.michbar.org
MI469889,"Miller, Canfield, Paddock and Stone, PLC - Cass Office",Springfield,Cass,MI,Multi-specialty,2003,32,(413)-991-6549,law992.com,Michigan State Bar - dir.michbar.org
MI693131,Partners,Springfield,Cass,MI,Multi-specialty,1977,39,(243)-871-9550,law30.com,Michigan State Bar - dir.michbar.org
MI692929,Rodriguez & Associates,Springfield,Cass,MI,Civil,1997,15,(521)-984-1828,firm453.com,Michigan State Bar - dir.michbar.org
MI757088,Warner Norcross & Judd - Cass Office,Springfield,Cass,MI,General,1988,11,(839)-919-7857,legal196.com,Michigan State Bar - dir.michbar.org
MI682761,Associates,Springfield,Charlevoix,MI,Corporate,1976,9,(214)-984-3179,legal82.com,Michigan State Bar - dir.michbar.org
MI611923,Braun Kendrick Finkbeiner - Charlevoix Office,Springfield,Charlevoix,MI,Multi-specialty,2020,41,(541)-510-4182,firm952.com,Michigan State Bar - dir.michbar.org
MI762739,Brown & Associates,Springfield,Charlevoix,MI,Civil,2014,22,(527)-926-9862,firm850.com,Michigan State Bar - dir.michbar.org
MI562634,Butzel Long - Charlevoix Office,Springfield,Charlevoix,MI,Real Estate,2010,1,(286)-591-3305,legal167.com,Michigan State Bar - dir.michbar.org
MI517714,Counsel,Springfield,Charlevoix,MI,Civil,1965,24,(597)-837-8833,legal371.com,Michigan State Bar - dir.michbar.org
MI276081,Dickinson Wright - Charlevoix Office,Springfield,Charlevoix,MI,Multi-specialty,1981,17,(289)-204-5129,law557.com,Michigan State Bar - dir.michbar.org
MI909948,Dzurus PC - Charlevoix Office,Springfield,Charlevoix,MI,Civil,2014,28,(524)-417-5826,law224.com,Michigan State Bar - dir.michbar.org
MI236650,Kitch Drutchas Wagner - Charlevoix Office,Springfield,Charlevoix,MI,Multi-specialty,2017,18,(827)-961-7068,legal36.com,Michigan State Bar - dir.michbar.org
MI203364,Law Firm,Springfield,Charlevoix,MI,Multi-specialty,2004,38,(643)-697-5979,law134.com,Michigan State Bar - dir.michbar.org
MI864075,Miller & Associates,Springfield,Charlevoix,MI,Family,1952,17,(549)-617-8504,legal679.com,Michigan State Bar - dir.michbar.org
MI604641,Partners,Springfield,Charlevoix,MI,General,1988,35,(553)-378-6994,firm514.com,Michigan State Bar - dir.michbar.org
MI432202,Plunkett Cooney - Charlevoix Office,Springfield,Charlevoix,MI,Real Estate,2002,37,(923)-972-5728,firm616.com,Michigan State Bar - dir.michbar.org
MI353899,Rodriguez & Associates,Springfield,Charlevoix,MI,Multi-specialty,1992,45,(569)-426-1547,legal831.com,Michigan State Bar - dir.michbar.org
MI565869,Sinas Dramis Busema - Charlevoix Office,Springfield,Charlevoix,MI,Real Estate,1984,28,(493)-277-4031,law5.com,Michigan State Bar - dir.michbar.org
MI860527,Williams & Associates,Springfield,Charlevoix,MI,Civil,2011,41,(921)-656-9188,firm930.com,Michigan State Bar - dir.michbar.org
MI782671,Associates,Springfield,Cheboygan,MI,Real Estate,2013,40,(499)-479-6953,firm860.com,Michigan State Bar - dir.michbar.org
MI993491,Bodman - Cheboygan Office,Springfield,Cheboygan,MI,Multi-specialty,1970,24,(962)-633-2087,legal915.com,Michigan State Bar - dir.michbar.org
MI903776,Breen Tomlinson Fromm - Cheboygan Office,Springfield,Cheboygan,MI,Civil,1964,26,(890)-326-9075,firm999.com,Michigan State Bar - dir.michbar.org
MI760968,Butzel Long - Cheboygan Office,Springfield,Cheboygan,MI,Litigation,2001,37,(959)-581-5713,law429.com,Michigan State Bar - dir.michbar.org
MI212213,Counsel,Springfield,Cheboygan,MI,Family,1987,12,(371)-329-5026,legal977.com,Michigan State Bar - dir.michbar.org
MI437101,Davis & Associates,Springfield,Cheboygan,MI,General,1979,21,(843)-936-2791,firm563.com,Michigan State Bar - dir.michbar.org
MI477742,Fraser Trebilcock - Cheboygan Office,Springfield,Cheboygan,MI,General,1976,36,(341)-531-2029,firm682.com,Michigan State Bar - dir.michbar.org
MI686761,Garcia & Associates,Springfield,Cheboygan,MI,Multi-specialty,2003,25,(204)-348-5673,legal326.com,Michigan State Bar - dir.michbar.org
MI468099,Jones & Associates,Springfield,Cheboygan,MI,General,1963,35,(889)-820-8085,firm14.com,Michigan State Bar - dir.michbar.org
MI112238,Law Firm,Springfield,Cheboygan,MI,Multi-specialty,2017,15,(252)-966-3578,firm568.com,Michigan State Bar - dir.michbar.org
MI194226,Legal Group,Springfield,Cheboygan,MI,Family,2014,9,(697)-904-6925,law428.com,Michigan State Bar - dir.michbar.org
MI762637,Miller & Associates,Springfield,Cheboygan,MI,Corporate,1972,24,(654)-391-9477,law489.com,Michigan State Bar - dir.michbar.org
MI613246,Rodriguez & Associates,Springfield,Cheboygan,MI,Real Estate,2004,22,(245)-512-3391,firm380.com,Michigan State Bar - dir.michbar.org
MI398389,Associates,Springfield,Chippewa,MI,Corporate,1972,16,(769)-940-8296,law745.com,Michigan State Bar - dir.michbar.org
MI407335,Braun Kendrick Finkbeiner - Chippewa Office,Springfield,Chippewa,MI,Corporate,1955,21,(777)-481-8751,firm78.com,Michigan State Bar - dir.michbar.org
MI703470,Brown & Associates,Springfield,Chippewa,MI,Civil,2015,11,(571)-879-2122,firm661.com,Michigan State Bar - dir.michbar.org
MI437123,Counsel,Springfield,Chippewa,MI,Litigation,1985,14,(789)-610-2036,law212.com,Michigan State Bar - dir.michbar.org
MI891759,Davis & Associates,Springfield,Chippewa,MI,Real Estate,1976,16,(677)-655-4973,legal718.com,Michigan State Bar - dir.michbar.org
MI829659,Dykema - Chippewa Office,Springfield,Chippewa,MI,Litigation,2019,47,(776)-969-2201,firm415.com,Michigan State Bar - dir.michbar.org
MI290885,Dzurus PC - Chippewa Office,Springfield,Chippewa,MI,General,2011,5,(988)-253-1903,legal173.com,Michigan State Bar - dir.michbar.org
MI641628,Garcia & Associates,Springfield,Chippewa,MI,Civil,1959,39,(865)-750-3434,firm74.com,Michigan State Bar - dir.michbar.org
MI137460,Honigman - Chippewa Office,Springfield,Chippewa,MI,Litigation,1993,6,(929)-421-2805,law307.com,Michigan State Bar - dir.michbar.org
MI460323,"Jaffe, Raitt, Heuer & Weiss - Chippewa Office",Springfield,Chippewa,MI,Multi-specialty,1964,29,(587)-277-6511,law938.com,Michigan State Bar - dir.michbar.org
MI764757,Johnson & Associates,Springfield,Chippewa,MI,Corporate,1967,43,(479)-785-8796,legal579.com,Michigan State Bar - dir.michbar.org
MI543257,Law Firm,Springfield,Chippewa,MI,Corporate,1994,21,(318)-767-8511,law273.com,Michigan State Bar - dir.michbar.org
MI303216,Partners,Springfield,Chippewa,MI,Civil,1967,5,(623)-901-1175,firm552.com,Michigan State Bar - dir.michbar.org
MI924139,Plunkett Cooney - Chippewa Office,Springfield,Chippewa,MI,Civil,2005,4,(792)-227-3771,law472.com,Michigan State Bar - dir.michbar.org
MI239565,Rodriguez & Associates,Springfield,Chippewa,MI,Civil,1960,34,(681)-984-5251,firm234.com,Michigan State Bar - dir.michbar.org
MI384444,Varnum - Chippewa Office,Springfield,Chippewa,MI,Civil,1966,13,(393)-322-7594,legal613.com,Michigan State Bar - dir.michbar.org
MI797467,Breen Tomlinson Fromm - Clare Office,Springfield,Clare,MI,General,1990,37,(776)-892-1379,firm876.com,Michigan State Bar - dir.michbar.org
MI781365,Brown & Associates,Springfield,Clare,MI,Corporate,1950,36,(672)-522-8599,law978.com,Michigan State Bar - dir.michbar.org
MI103818,Butzel Long - Clare Office,Springfield,Clare,MI,Litigation,1959,27,(347)-637-3387,law73.com,Michigan State Bar - dir.michbar.org
MI502336,Counsel,Springfield,Clare,MI,General,1961,33,(875)-292-1887,law35.com,Michigan State Bar - dir.michbar.org
MI143138,Davis & Associates,Springfield,Clare,MI,Family,1964,44,(388)-733-9465,legal41.com,Michigan State Bar - dir.michbar.org
MI424177,Fraser Trebilcock - Clare Office,Springfield,Clare,MI,Family,1953,5,(573)-645-3215,firm271.com,Michigan State Bar - dir.michbar.org
MI118469,Garan Lucow Miller - Clare Office,Springfield,Clare,MI,Real Estate,1962,5,(766)-606-2325,firm860.com,Michigan State Bar - dir.michbar.org
MI124784,Garcia & Associates,Springfield,Clare,MI,Litigation,1994,7,(675)-918-2195,legal375.com,Michigan State Bar - dir.michbar.org
MI358776,Jones & Associates,Springfield,Clare,MI,General,2005,9,(373)-943-4180,legal111.com,Michigan State Bar - dir.michbar.org
MI657311,Law Firm,Springfield,Clare,MI,Multi-specialty,1978,36,(919)-604-4824,legal209.com,Michigan State Bar - dir.michbar.org
MI765177,Legal Group,Springfield,Clare,MI,Real Estate,1997,39,(411)-759-8036,legal260.com,Michigan State Bar - dir.michbar.org
MI925625,Miller & Associates,Springfield,Clare,MI,Litigation,1966,14,(891)-345-1862,firm948.com,Michigan State Bar - dir.michbar.org
MI868521,Partners,Springfield,Clare,MI,General,1988,20,(334)-955-8308,firm831.com,Michigan State Bar - dir.michbar.org
MI918688,Smith & Associates,Springfield,Clare,MI,Real Estate,1990,16,(260)-479-7495,law457.com,Michigan State Bar - dir.michbar.org
MI940031,Associates,Springfield,Clinton,MI,Real Estate,1991,21,(226)-307-1468,law403.com,Michigan State Bar - dir.michbar.org
MI807537,Braun Kendrick Finkbeiner - Clinton Office,Springfield,Clinton,MI,Real Estate,1965,37,(980)-809-2120,firm517.com,Michigan State Bar - dir.michbar.org
MI890791,Butzel Long - Clinton Office,Springfield,Clinton,MI,Multi-specialty,1992,19,(974)-852-7668,firm703.com,Michigan State Bar - dir.michbar.org
MI568211,Counsel,Springfield,Clinton,MI,Litigation,1979,7,(461)-576-2426,firm538.com,Michigan State Bar - dir.michbar.org
MI881962,Davis & Associates,Springfield,Clinton,MI,Litigation,1996,10,(324)-388-9358,firm796.com,Michigan State Bar - dir.michbar.org
MI779479,Dzurus PC - Clinton Office,Springfield,Clinton,MI,Real Estate,2016,34,(947)-825-3371,firm70.com,Michigan State Bar - dir.michbar.org
MI363349,Garcia & Associates,Springfield,Clinton,MI,Family,1974,18,(396)-526-2257,law657.com,Michigan State Bar - dir.michbar.org
MI827033,Honigman - Clinton Office,Springfield,Clinton,MI,Family,1991,48,(323)-439-6877,law770.com,Michigan State Bar - dir.michbar.org
MI746527,"Jaffe, Raitt, Heuer & Weiss - Clinton Office",Springfield,Clinton,MI,Litigation,2001,38,(279)-516-2486,firm430.com,Michigan State Bar - dir.michbar.org
MI811653,Johnson & Associates,Springfield,Clinton,MI,Corporate,1991,17,(909)-241-6296,law957.com,Michigan State Bar - dir.michbar.org
MI543311,Law Firm,Springfield,Clinton,MI,Corporate,1981,18,(234)-658-8008,legal675.com,Michigan State Bar - dir.michbar.org
MI354421,Miller & Associates,Springfield,Clinton,MI,Family,1992,40,(669)-995-4829,law882.com,Michigan State Bar - dir.michbar.org
MI939264,"Miller, Canfield, Paddock and Stone, PLC - Clinton Office",Springfield,Clinton,MI,Multi-specialty,1970,46,(833)-654-7495,legal294.com,Michigan State Bar - dir.michbar.org
MI715399,Partners,Springfield,Clinton,MI,Litigation,2013,34,(767)-229-9586,firm756.com,Michigan State Bar - dir.michbar.org
MI226807,Plunkett Cooney - Clinton Office,Springfield,Clinton,MI,Real Estate,2009,27,(592)-498-5052,legal906.com,Michigan State Bar - dir.michbar.org
MI496290,Warner Norcross & Judd - Clinton Office,Springfield,Clinton,MI,Family,1993,36,(474)-300-7428,firm523.com,Michigan State Bar - dir.michbar.org
MI337623,Williams & Associates,Springfield,Clinton,MI,Family,1991,19,(685)-553-6514,legal120.com,Michigan State Bar - dir.michbar.org
MI538442,Associates,Springfield,Crawford,MI,General,1982,12,(282)-223-1052,legal825.com,Michigan State Bar - dir.michbar.org
MI394913,Bodman - Crawford Office,Springfield,Crawford,MI,Civil,1977,22,(397)-292-3635,firm236.com,Michigan State Bar - dir.michbar.org
MI775366,Braun Kendrick Finkbeiner - Crawford Office,Springfield,Crawford,MI,Real Estate,1959,40,(787)-658-4585,firm235.com,Michigan State Bar - dir.michbar.org
MI780824,Brown & Associates,Springfield,Crawford,MI,Litigation,1954,14,(293)-884-6558,law148.com,Michigan State Bar - dir.michbar.org
MI534958,Counsel,Springfield,Crawford,MI,Family,1950,24,(451)-500-5135,law742.com,Michigan State Bar - dir.michbar.org
MI685589,Dykema - Crawford Office,Springfield,Crawford,MI,Multi-specialty,1951,35,(852)-662-1136,firm741.com,Michigan State Bar - dir.michbar.org
MI579959,Dzurus PC - Crawford Office,Springfield,Crawford,MI,Multi-specialty,1992,27,(392)-931-2535,law479.com,Michigan State Bar - dir.michbar.org
MI126823,Honigman - Crawford Office,Springfield,Crawford,MI,General,1979,34,(472)-952-7379,firm174.com,Michigan State Bar - dir.michbar.org
MI433093,"Jaffe, Raitt, Heuer & Weiss - Crawford Office",Springfield,Crawford,MI,Multi-specialty,1967,8,(797)-837-6378,legal204.com,Michigan State Bar - dir.michbar.org
MI198717,Jones & Associates,Springfield,Crawford,MI,General,1989,21,(433)-216-8488,law33.com,Michigan State Bar - dir.michbar.org
MI767192,Law Firm,Springfield,Crawford,MI,Real Estate,1988,43,(318)-332-6272,firm735.com,Michigan State Bar - dir.michbar.org
MI595436,Legal Group,Springfield,Crawford,MI,Real Estate,1990,25,(779)-599-8524,legal894.com,Michigan State Bar - dir.michbar.org
MI730578,Rodriguez & Associates,Springfield,Crawford,MI,General,1968,3,(973)-752-6359,legal67.com,Michigan State Bar - dir.michbar.org
MI684556,Smith & Associates,Springfield,Crawford,MI,Multi-specialty,1973,31,(687)-220-5676,law126.com,Michigan State Bar - dir.michbar.org
MI603905,Varnum - Crawford Office,Springfield,Crawford,MI,Family,2016,20,(645)-820-9764,firm409.com,Michigan State Bar - dir.michbar.org
MI255282,Butzel Long - Delta Office,Springfield,Delta,MI,Multi-specialty,2002,4,(370)-316-6490,firm829.com,Michigan State Bar - dir.michbar.org
MI845313,Counsel,Springfield,Delta,MI,Multi-specialty,2016,9,(456)-931-8004,firm457.com,Michigan State Bar - dir.michbar.org
MI484027,Dickinson Wright - Delta Office,Springfield,Delta,MI,Multi-specialty,2013,28,(847)-565-5282,law645.com,Michigan State Bar - dir.michbar.org
MI399694,Honigman - Delta Office,Springfield,Delta,MI,Real Estate,1963,32,(694)-756-7102,law153.com,Michigan State Bar - dir.michbar.org
MI678916,Johnson & Associates,Springfield,Delta,MI,General,1999,40,(651)-960-6246,law9.com,Michigan State Bar - dir.michbar.org
MI589700,Kitch Drutchas Wagner - Delta Office,Springfield,Delta,MI,Multi-specialty,1987,43,(596)-657-2406,firm408.com,Michigan State Bar - dir.michbar.org
MI475721,Law Firm,Springfield,Delta,MI,Corporate,1958,27,(234)-229-8600,law494.com,Michigan State Bar - dir.michbar.org
MI808970,Legal Group,Springfield,Delta,MI,Multi-specialty,1991,47,(649)-424-5380,legal143.com,Michigan State Bar - dir.michbar.org
MI566377,"Miller, Canfield, Paddock and Stone, PLC - Delta Office",Springfield,Delta,MI,General,2011,20,(789)-813-8740,firm368.com,Michigan State Bar - dir.michbar.org
MI436667,Partners,Springfield,Delta,MI,Multi-specialty,2000,35,(513)-386-2657,legal137.com,Michigan State Bar - dir.michbar.org
MI428685,Varnum - Delta Office,Springfield,Delta,MI,Corporate,1966,8,(559)-986-7039,legal841.com,Michigan State Bar - dir.michbar.org
MI663549,Associates,Springfield,Dewitt,MI,Family,2009,47,(292)-486-4241,firm321.com,Michigan State Bar - dir.michbar.org
MI861917,Bodman - Dewitt Office,Springfield,Dewitt,MI,Litigation,1975,22,(941)-704-2277,law879.com,Michigan State Bar - dir.michbar.org
MI549798,Braun Kendrick Finkbeiner - Dewitt Office,Springfield,Dewitt,MI,Civil,1967,7,(543)-454-5359,firm905.com,Michigan State Bar - dir.michbar.org
MI107774,Breen Tomlinson Fromm - Dewitt Office,Springfield,Dewitt,MI,Multi-specialty,2017,47,(757)-531-3967,legal152.com,Michigan State Bar - dir.michbar.org
MI333373,Butzel Long - Dewitt Office,Springfield,Dewitt,MI,General,2015,48,(699)-341-5629,law986.com,Michigan State Bar - dir.michbar.org
MI365842,Garan Lucow Miller - Dewitt Office,Springfield,Dewitt,MI,Family,1966,39,(505)-257-6874,firm994.com,Michigan State Bar - dir.michbar.org
MI188614,Garcia & Associates,Springfield,Dewitt,MI,Family,1970,18,(757)-828-9390,law783.com,Michigan State Bar - dir.michbar.org
MI703618,Honigman - Dewitt Office,Springfield,Dewitt,MI,Corporate,1971,16,(919)-950-8387,firm984.com,Michigan State Bar - dir.michbar.org
MI903167,Law Firm,Springfield,Dewitt,MI,Litigation,1969,20,(953)-978-6320,firm32.com,Michigan State Bar - dir.michbar.org
MI746956,Legal Group,Springfield,Dewitt,MI,General,1987,49,(358)-229-2126,firm518.com,Michigan State Bar - dir.michbar.org
MI831088,Miller & Associates,Springfield,Dewitt,MI,Real Estate,1959,14,(708)-325-4270,law379.com,Michigan State Bar - dir.michbar.org
MI247928,Miller Johnson - Dewitt Office,Springfield,Dewitt,MI,Litigation,1962,48,(718)-720-7225,legal958.com,Michigan State Bar - dir.michbar.org
MI443526,"Miller, Canfield, Paddock and Stone, PLC - Dewitt Office",Springfield,Dewitt,MI,Multi-specialty,2011,20,(957)-209-3190,law774.com,Michigan State Bar - dir.michbar.org
MI214803,Partners,Springfield,Dewitt,MI,Litigation,1959,32,(899)-321-9979,legal823.com,Michigan State Bar - dir.michbar.org
MI590258,Plunkett Cooney - Dewitt Office,Springfield,Dewitt,MI,Litigation,2008,18,(475)-498-8922,legal44.com,Michigan State Bar - dir.michbar.org
MI962999,Smith & Associates,Springfield,Dewitt,MI,General,1976,9,(725)-716-3962,firm488.com,Michigan State Bar - dir.michbar.org
MI467938,Williams & Associates,Springfield,Dewitt,MI,Family,2016,38,(748)-392-1480,legal59.com,Michigan State Bar - dir.michbar.org
MI715644,Associates,Springfield,Dickinson,MI,Corporate,2012,39,(985)-691-7298,firm979.com,Michigan State Bar - dir.michbar.org
MI996663,Breen Tomlinson Fromm - Dickinson Office,Springfield,Dickinson,MI,Multi-specialty,2018,8,(867)-499-9292,firm321.com,Michigan State Bar - dir.michbar.org
MI819829,Brown & Associates,Springfield,Dickinson,MI,Civil,2003,32,(354)-996-5668,law364.com,Michigan State Bar - dir.michbar.org
MI652079,Butzel Long - Dickinson Office,Springfield,Dickinson,MI,General,1998,34,(646)-440-9163,law276.com,Michigan State Bar - dir.michbar.org
MI466842,Counsel,Springfield,Dickinson,MI,Litigation,1951,42,(409)-207-3490,law181.com,Michigan State Bar - dir.michbar.org
MI691998,Garan Lucow Miller - Dickinson Office,Springfield,Dickinson,MI,Family,1989,29,(263)-980-3905,firm555.com,Michigan State Bar - dir.michbar.org
MI338132,Garcia & Associates,Springfield,Dickinson,MI,Multi-specialty,1958,11,(251)-699-1726,law111.com,Michigan State Bar - dir.michbar.org
MI814982,Honigman - Dickinson Office,Springfield,Dickinson,MI,Multi-specialty,1959,40,(292)-397-8227,firm210.com,Michigan State Bar - dir.michbar.org
MI104679,Jones & Associates,Springfield,Dickinson,MI,General,2002,44,(675)-885-6457,firm383.com,Michigan State Bar - dir.michbar.org
MI412664,Kitch Drutchas Wagner - Dickinson Office,Springfield,Dickinson,MI,General,1956,37,(452)-949-1656,firm739.com,Michigan State Bar - dir.michbar.org
MI341912,Latham & Watkins - Dickinson Office,Springfield,Dickinson,MI,Multi-specialty,1970,3,(921)-530-3096,legal886.com,Michigan State Bar - dir.michbar.org
MI206963,Partners,Springfield,Dickinson,MI,Multi-specialty,1967,25,(331)-981-8201,firm980.com,Michigan State Bar - dir.michbar.org
MI889535,Plunkett Cooney - Dickinson Office,Springfield,Dickinson,MI,Civil,1982,4,(216)-466-8580,legal357.com,Michigan State Bar - dir.michbar.org
MI823041,Associates,Springfield,Eaton,MI,Corporate,1977,7,(228)-404-3237,legal892.com,Michigan State Bar - dir.michbar.org
MI972605,Breen Tomlinson Fromm - Eaton Office,Springfield,Eaton,MI,Corporate,1958,23,(806)-614-8103,law559.com,Michigan State Bar - dir.michbar.org
MI557966,Clark Hill - Eaton Office,Springfield,Eaton,MI,Corporate,2017,2,(254)-805-1424,law879.com,Michigan State Bar - dir.michbar.org
MI214536,Counsel,Springfield,Eaton,MI,General,1984,25,(504)-376-7654,legal253.com,Michigan State Bar - dir.michbar.org
MI750927,Davis & Associates,Springfield,Eaton,MI,General,2004,37,(895)-806-1508,legal651.com,Michigan State Bar - dir.michbar.org
MI582504,Garcia & Associates,Springfield,Eaton,MI,Multi-specialty,2009,13,(401)-815-1908,firm803.com,Michigan State Bar - dir.michbar.org
MI668629,Johnson & Associates,Springfield,Eaton,MI,General,1972,19,(269)-971-2613,law566.com,Michigan State Bar - dir.michbar.org
MI129425,Law Firm,Springfield,Eaton,MI,Family,2010,39,(515)-694-1466,legal176.com,Michigan State Bar - dir.michbar.org
MI220390,Legal Group,Springfield,Eaton,MI,Litigation,1977,18,(767)-629-9314,legal360.com,Michigan State Bar - dir.michbar.org
MI470201,Miller & Associates,Springfield,Eaton,MI,Civil,1999,48,(401)-334-3042,law987.com,Michigan State Bar - dir.michbar.org
MI213616,Partners,Springfield,Eaton,MI,Civil,1970,5,(884)-947-4851,legal385.com,Michigan State Bar - dir.michbar.org
MI956393,Varnum - Eaton Office,Springfield,Eaton,MI,Multi-specialty,2013,31,(210)-626-4995,law731.com,Michigan State Bar - dir.michbar.org
MI542996,Williams & Associates,Springfield,Eaton,MI,General,1973,1,(418)-411-5750,law581.com,Michigan State Bar - dir.michbar.org
MI693402,Associates,Springfield,Emmet,MI,Civil,1980,39,(651)-700-3071,law87.com,Michigan State Bar - dir.michbar.org
MI979320,Butzel Long - Emmet Office,Springfield,Emmet,MI,Multi-specialty,2019,21,(931)-206-5790,firm666.com,Michigan State Bar - dir.michbar.org
MI389504,Counsel,Springfield,Emmet,MI,Litigation,1952,40,(233)-283-8204,firm700.com,Michigan State Bar - dir.michbar.org
MI446897,Dykema - Emmet Office,Springfield,Emmet,MI,Corporate,1962,33,(314)-912-4424,legal293.com,Michigan State Bar - dir.michbar.org
MI497511,Fraser Trebilcock - Emmet Office,Springfield,Emmet,MI,Litigation,1987,23,(585)-817-8041,firm245.com,Michigan State Bar - dir.michbar.org
MI161033,"Jaffe, Raitt, Heuer & Weiss - Emmet Office",Springfield,Emmet,MI,Family,2007,40,(359)-335-7710,firm488.com,Michigan State Bar - dir.michbar.org
MI379095,Jones & Associates,Springfield,Emmet,MI,Corporate,2006,22,(901)-493-1932,law587.com,Michigan State Bar - dir.michbar.org
MI154941,Miller & Associates,Springfield,Emmet,MI,Real Estate,1982,11,(450)-659-3791,legal808.com,Michigan State Bar - dir.michbar.org
MI153290,Miller Johnson - Emmet Office,Springfield,Emmet,MI,Real Estate,2003,43,(382)-268-6913,law515.com,Michigan State Bar - dir.michbar.org
MI596635,"Miller, Canfield, Paddock and Stone, PLC - Emmet Office",Springfield,Emmet,MI,Litigation,1976,35,(369)-606-9767,law684.com,Michigan State Bar - dir.michbar.org
MI795820,Partners,Springfield,Emmet,MI,Multi-specialty,1985,45,(341)-721-8394,legal300.com,Michigan State Bar - dir.michbar.org
MI757702,Rodriguez & Associates,Springfield,Emmet,MI,Real Estate,1986,5,(409)-291-4293,law150.com,Michigan State Bar - dir.michbar.org
MI699187,Associates,Flint,Genesee,MI,Multi-specialty,1980,35,(592)-847-6398,firm860.com,Michigan State Bar - dir.michbar.org
MI954345,Braun Kendrick Finkbeiner - Genesee Office,Flint,Genesee,MI,General,2010,5,(396)-787-7257,legal785.com,Michigan State Bar - dir.michbar.org
MI724453,Brown & Associates,Flint,Genesee,MI,Civil,1995,48,(710)-508-2536,firm192.com,Michigan State Bar - dir.michbar.org
MI394533,Clark Hill - Genesee Office,Flint,Genesee,MI,Family,1989,22,(499)-402-2950,law32.com,Michigan State Bar - dir.michbar.org
MI141485,Counsel,Flint,Genesee,MI,Litigation,1967,5,(455)-859-7848,law162.com,Michigan State Bar - dir.michbar.org
MI549549,"Jaffe, Raitt, Heuer & Weiss - Genesee Office",Flint,Genesee,MI,General,1988,48,(373)-476-5524,legal64.com,Michigan State Bar - dir.michbar.org
MI330237,Jones & Associates,Flint,Genesee,MI,Civil,1956,17,(745)-693-8085,law163.com,Michigan State Bar - dir.michbar.org
MI340068,Law Firm,Flint,Genesee,MI,Civil,2012,19,(581)-783-3146,legal143.com,Michigan State Bar - dir.michbar.org
MI246216,Legal Group,Flint,Genesee,MI,Litigation,2004,43,(216)-350-7594,legal136.com,Michigan State Bar - dir.michbar.org
MI798462,"Miller, Canfield, Paddock and Stone, PLC - Genesee Office",Flint,Genesee,MI,Corporate,2018,19,(568)-895-3335,legal272.com,Michigan State Bar - dir.michbar.org
MI712962,Smith & Associates,Flint,Genesee,MI,Corporate,1965,29,(885)-573-9297,law368.com,Michigan State Bar - dir.michbar.org
MI208881,Associates,Springfield,Gladwin,MI,Family,2017,6,(274)-440-1714,firm938.com,Michigan State Bar - dir.michbar.org
MI479133,Bodman - Gladwin Office,Springfield,Gladwin,MI,Corporate,1955,41,(448)-860-9082,law72.com,Michigan State Bar - dir.michbar.org
MI981074,Breen Tomlinson Fromm - Gladwin Office,Springfield,Gladwin,MI,Litigation,1956,32,(775)-414-7294,firm669.com,Michigan State Bar - dir.michbar.org
MI492407,Counsel,Springfield,Gladwin,MI,Family,1990,37,(312)-907-2813,firm60.com,Michigan State Bar - dir.michbar.org
MI151460,Davis & Associates,Springfield,Gladwin,MI,Corporate,1991,23,(261)-892-9257,legal390.com,Michigan State Bar - dir.michbar.org
MI348526,Dickinson Wright - Gladwin Office,Springfield,Gladwin,MI,General,1996,3,(915)-852-7247,firm739.com,Michigan State Bar - dir.michbar.org
MI780971,Garcia & Associates,Springfield,Gladwin,MI,Corporate,1987,7,(974)-997-6489,firm771.com,Michigan State Bar - dir.michbar.org
MI313279,Law Firm,Springfield,Gladwin,MI,Real Estate,1984,18,(423)-637-9009,firm819.com,Michigan State Bar - dir.michbar.org
MI258338,Legal Group,Springfield,Gladwin,MI,General,1986,39,(442)-547-5992,firm655.com,Michigan State Bar - dir.michbar.org
MI903298,Miller & Associates,Springfield,Gladwin,MI,Real Estate,1962,30,(249)-648-2525,law94.com,Michigan State Bar - dir.michbar.org
MI767974,"Miller, Canfield, Paddock and Stone, PLC - Gladwin Office",Springfield,Gladwin,MI,General,1999,40,(762)-966-1620,firm828.com,Michigan State Bar - dir.michbar.org
