firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,avvo_rating,google_rating,firm_type,status
CA-000120,Cook-Bell Legal,Bakersfield,Kern,CA,Real Estate; Property Law,1980,105,(714) 555-1120,https://cookbelllegal.com,California Secretary of State + State Bar Aggregation,9.5,4.0,Large (50-200),ACTIVE
CA-000121,Cooper & Jones LLC,Bakersfield,Kern,CA,Family Law; Divorce; Custody,1981,1,(213) 555-1121,https://cooperandjonesllc.com,California Secretary of State + State Bar Aggregation,9.6,4.1,Solo Practice,ACTIVE
CA-000122,Smith Law Firm,Bakersfield,Kern,CA,Criminal Law; White Collar Crime,1982,42,(818) 555-1122,https://smithlawfirm.com,California Secretary of State + State Bar Aggregation,9.7,4.2,Mid-Size (11-50),ACTIVE
CA-000123,The Jones Partners,Bakersfield,Kern,CA,Immigration Law; Visa Matters,1983,9,(559) 555-1123,https://thejonespartners.com,California Secretary of State + State Bar Aggregation,9.8,4.3,Boutique,ACTIVE
CA-000124,"Rodriguez, Martin & Reeves",Bakersfield,Kern,CA,Bankruptcy; Debt Relief,1984,9,(510) 555-1124,https://rodriguezmartinandreeves.com,California Secretary of State + State Bar Aggregation,9.9,4.4,Small Firm (2-10),ACTIVE
CA-000125,Gonzalez-Carter Associates,Bakersfield,Kern,CA,Environmental Law; Compliance,1985,87,(650) 555-1125,https://gonzalezcarterassociates.com,California Secretary of State + State Bar Aggregation,7.5,4.5,Large (50-200),ACTIVE
CA-000126,"Williams, White & Murphy",Riverside,Riverside,CA,Employment Law; HR Compliance,1986,6,(858) 555-1126,https://williamswhiteandmurphy.com,California Secretary of State + State Bar Aggregation,7.6,4.6,Small Firm (2-10),ACTIVE
CA-000127,Miller-Adams Counsel,Riverside,Riverside,CA,Real Estate; Property Law,1987,86,(714) 555-1127,https://milleradamscounsel.com,California Secretary of State + State Bar Aggregation,7.7,4.7,Large (50-200),ACTIVE
CA-000128,Hernandez & Parker Law Firm,Riverside,Riverside,CA,Family Law; Divorce; Custody,1988,1,(213) 555-1128,https://hernandezandparkerlawfirm.com,California Secretary of State + State Bar Aggregation,7.8,4.8,Solo Practice,ACTIVE
CA-000129,Chen Partners,Riverside,Riverside,CA,Criminal Law; White Collar Crime,1989,26,(818) 555-1129,https://chenpartners.com,California Secretary of State + State Bar Aggregation,7.9,4.9,Mid-Size (11-50),ACTIVE
CA-000130,The Thomas LLP,Riverside,Riverside,CA,Immigration Law; Visa Matters,1990,14,(559) 555-1130,https://thethomasllp.com,California Secretary of State + State Bar Aggregation,8.0,4.0,Boutique,ACTIVE
CA-000131,"Martin, Brown & Campbell",Riverside,Riverside,CA,Bankruptcy; Debt Relief,1991,10,(510) 555-1131,https://martinbrownandcampbell.com,California Secretary of State + State Bar Aggregation,8.1,4.1,Small Firm (2-10),ACTIVE
CA-000132,Adams-Martinez LLC,Riverside,Riverside,CA,Environmental Law; Compliance,1992,188,(650) 555-1132,https://adamsmartinezllc.com,California Secretary of State + State Bar Aggregation,8.2,4.2,Large (50-200),ACTIVE
CA-000133,Phillips & Kim PLLC,Riverside,Riverside,CA,Estate Planning; Probate,1993,1,(909) 555-1133,https://phillipsandkimpllc.com,California Secretary of State + State Bar Aggregation,8.3,4.3,Solo Practice,ACTIVE
CA-000134,Edwards Law Group,Riverside,Riverside,CA,Securities Law; Compliance; Enforcement,1994,27,(619) 555-1134,https://edwardslawgroup.com,California Secretary of State + State Bar Aggregation,8.4,4.4,Mid-Size (11-50),ACTIVE
CA-000135,The Murphy Attorneys,Riverside,Riverside,CA,Entertainment Law; Media & Broadcasting,1995,14,(949) 555-1135,https://themurphyattorneys.com,California Secretary of State + State Bar Aggregation,8.5,4.5,Boutique,ACTIVE
CA-000136,"Peterson, Evans & Young",Riverside,Riverside,CA,Healthcare Law; Medical Malpractice,1996,8,(562) 555-1136,https://petersonevansandyoung.com,California Secretary of State + State Bar Aggregation,8.6,4.6,Small Firm (2-10),ACTIVE
CA-000137,Howard-Cook Counsel,Riverside,Riverside,CA,Personal Injury; Wrongful Death,1997,200,(323) 555-1137,https://howardcookcounsel.com,California Secretary of State + State Bar Aggregation,8.7,4.7,Large (50-200),ACTIVE
CA-000138,Brown & Bell Law Firm,Riverside,Riverside,CA,Corporate Law; Business Formation,1998,1,(661) 555-1138,https://brownandbelllawfirm.com,California Secretary of State + State Bar Aggregation,8.8,4.8,Solo Practice,ACTIVE
CA-000139,Davis Partners,Riverside,Riverside,CA,Intellectual Property; Patent Law,1999,36,(831) 555-1139,https://davispartners.com,California Secretary of State + State Bar Aggregation,8.9,4.9,Mid-Size (11-50),ACTIVE
CA-000140,Reed & Cooper Law Group,Stockton,San Joaquin,CA,Estate Planning; Probate,2000,1,(909) 555-1140,https://reedandcooperlawgroup.com,California Secretary of State + State Bar Aggregation,9.0,4.0,Solo Practice,ACTIVE
CA-000141,Johnson Attorneys,Stockton,San Joaquin,CA,Securities Law; Compliance; Enforcement,2001,34,(619) 555-1141,https://johnsonattorneys.com,California Secretary of State + State Bar Aggregation,9.1,4.1,Mid-Size (11-50),ACTIVE
CA-000142,The Garcia Associates,Stockton,San Joaquin,CA,Entertainment Law; Media & Broadcasting,2002,6,(949) 555-1142,https://thegarciaassociates.com,California Secretary of State + State Bar Aggregation,9.2,4.2,Boutique,ACTIVE
CA-000143,"Martinez, Chen & Jackson",Stockton,San Joaquin,CA,Healthcare Law; Medical Malpractice,2003,4,(562) 555-1143,https://martinezchenandjackson.com,California Secretary of State + State Bar Aggregation,9.3,4.3,Small Firm (2-10),ACTIVE
CA-000144,Lee-White PLLC,Stockton,San Joaquin,CA,Personal Injury; Wrongful Death,2004,181,(323) 555-1144,https://leewhitepllc.com,California Secretary of State + State Bar Aggregation,9.4,4.4,Large (50-200),ACTIVE
CA-000145,Taylor & Adams Partners,Stockton,San Joaquin,CA,Corporate Law; Business Formation,2005,1,(661) 555-1145,https://taylorandadamspartners.com,California Secretary of State + State Bar Aggregation,9.5,4.5,Solo Practice,ACTIVE
CA-000146,Harris LLP,Stockton,San Joaquin,CA,Intellectual Property; Patent Law,2006,42,(831) 555-1146,https://harrisllp.com,California Secretary of State + State Bar Aggregation,9.6,4.6,Mid-Size (11-50),ACTIVE
CA-000147,The Green Legal,Stockton,San Joaquin,CA,Litigation; Civil Litigation; Trial Law,2007,4,(415) 555-1147,https://thegreenlegal.com,California Secretary of State + State Bar Aggregation,9.7,4.7,Boutique,ACTIVE
CA-000148,"Roberts, Reed & Gonzalez",Stockton,San Joaquin,CA,Employment Law; HR Compliance,2008,2,(805) 555-1148,https://robertsreedandgonzalez.com,California Secretary of State + State Bar Aggregation,9.8,4.8,Small Firm (2-10),ACTIVE
CA-000149,Evans-Brown Law Firm,Stockton,San Joaquin,CA,Real Estate; Property Law,2009,79,(760) 555-1149,https://evansbrownlawfirm.com,California Secretary of State + State Bar Aggregation,9.9,4.9,Large (50-200),ACTIVE
CA-000150,Morris & Martinez Law Group,Stockton,San Joaquin,CA,Family Law; Divorce; Custody,2010,1,(858) 555-1150,https://morrisandmartinezlawgroup.com,California Secretary of State + State Bar Aggregation,7.5,4.0,Solo Practice,ACTIVE
CA-000151,Morgan Attorneys,Stockton,San Joaquin,CA,Criminal Law; White Collar Crime,2011,20,(714) 555-1151,https://morganattorneys.com,California Secretary of State + State Bar Aggregation,7.6,4.1,Mid-Size (11-50),ACTIVE
CA-000152,The Bell Associates,Stockton,San Joaquin,CA,Immigration Law; Visa Matters,2012,13,(213) 555-1152,https://thebellassociates.com,California Secretary of State + State Bar Aggregation,7.7,4.2,Boutique,ACTIVE
CA-000153,"Williams, Nelson & Garcia",Stockton,San Joaquin,CA,Bankruptcy; Debt Relief,2013,4,(818) 555-1153,https://williamsnelsonandgarcia.com,California Secretary of State + State Bar Aggregation,7.8,4.3,Small Firm (2-10),ACTIVE
CA-000154,The Cook Counsel,Anaheim,Orange,CA,Litigation; Civil Litigation; Trial Law,2014,15,(415) 555-1154,https://thecookcounsel.com,California Secretary of State + State Bar Aggregation,7.9,4.4,Boutique,ACTIVE
CA-000155,"Cooper, Green & Davis",Anaheim,Orange,CA,Employment Law; HR Compliance,2015,8,(805) 555-1155,https://coopergreenanddavis.com,California Secretary of State + State Bar Aggregation,8.0,4.5,Small Firm (2-10),ACTIVE
CA-000156,Smith-Campbell Partners,Anaheim,Orange,CA,Real Estate; Property Law,2016,67,(760) 555-1156,https://smithcampbellpartners.com,California Secretary of State + State Bar Aggregation,8.1,4.6,Large (50-200),ACTIVE
CA-000157,Jones & Morris Attorneys,Anaheim,Orange,CA,Family Law; Divorce; Custody,2017,1,(858) 555-1157,https://jonesandmorrisattorneys.com,California Secretary of State + State Bar Aggregation,8.2,4.7,Solo Practice,ACTIVE
CA-000158,Rodriguez Associates,Anaheim,Orange,CA,Criminal Law; White Collar Crime,2018,35,(714) 555-1158,https://rodriguezassociates.com,California Secretary of State + State Bar Aggregation,8.3,4.8,Mid-Size (11-50),ACTIVE
CA-000159,The Gonzalez LLC,Anaheim,Orange,CA,Immigration Law; Visa Matters,2019,9,(213) 555-1159,https://thegonzalezllc.com,California Secretary of State + State Bar Aggregation,8.4,4.9,Boutique,ACTIVE
CA-000160,"Anderson, Rodriguez & Smith",Anaheim,Orange,CA,Bankruptcy; Debt Relief,2020,9,(818) 555-1160,https://andersonrodriguezandsmith.com,California Secretary of State + State Bar Aggregation,8.5,4.0,Small Firm (2-10),ACTIVE
CA-000161,White-Chen Law Group,Anaheim,Orange,CA,Environmental Law; Compliance,2021,186,(559) 555-1161,https://whitechenlawgroup.com,California Secretary of State + State Bar Aggregation,8.6,4.1,Large (50-200),ACTIVE
CA-000162,Young & White LLP,Anaheim,Orange,CA,Estate Planning; Probate,2022,1,(510) 555-1162,https://youngandwhitellp.com,California Secretary of State + State Bar Aggregation,8.7,4.2,Solo Practice,ACTIVE
CA-000163,Carter Legal,Anaheim,Orange,CA,Securities Law; Compliance; Enforcement,2023,27,(650) 555-1163,https://carterlegal.com,California Secretary of State + State Bar Aggregation,8.8,4.3,Mid-Size (11-50),ACTIVE
CA-000164,The Parker Counsel,Anaheim,Orange,CA,Entertainment Law; Media & Broadcasting,2024,11,(909) 555-1164,https://theparkercounsel.com,California Secretary of State + State Bar Aggregation,8.9,4.4,Boutique,ACTIVE
CA-000165,"Reeves, Murphy & Rogers",Anaheim,Orange,CA,Healthcare Law; Medical Malpractice,1970,2,(619) 555-1165,https://reevesmurphyandrogers.com,California Secretary of State + State Bar Aggregation,9.0,4.5,Small Firm (2-10),ACTIVE
CA-000166,Rogers-Reed Partners,Anaheim,Orange,CA,Personal Injury; Wrongful Death,1971,80,(949) 555-1166,https://rogersreedpartners.com,California Secretary of State + State Bar Aggregation,9.1,4.6,Large (50-200),ACTIVE
CA-000167,Reed & Brown Attorneys,Anaheim,Orange,CA,Corporate Law; Business Formation,1972,1,(562) 555-1167,https://reedandbrownattorneys.com,California Secretary of State + State Bar Aggregation,9.2,4.7,Solo Practice,ACTIVE
CA-000168,Edwards-Peterson Attorneys,Irvine,Orange,CA,Environmental Law; Compliance,1973,188,(559) 555-1168,https://edwardspetersonattorneys.com,California Secretary of State + State Bar Aggregation,9.3,4.8,Large (50-200),ACTIVE
CA-000169,Murphy & Johnson Legal,Irvine,Orange,CA,Estate Planning; Probate,1974,1,(510) 555-1169,https://murphyandjohnsonlegal.com,California Secretary of State + State Bar Aggregation,9.4,4.9,Solo Practice,ACTIVE
CA-000170,Peterson Counsel,Irvine,Orange,CA,Securities Law; Compliance; Enforcement,1975,28,(650) 555-1170,https://petersoncounsel.com,California Secretary of State + State Bar Aggregation,9.5,4.0,Mid-Size (11-50),ACTIVE
CA-000171,The Howard PLLC,Irvine,Orange,CA,Entertainment Law; Media & Broadcasting,1976,15,(909) 555-1171,https://thehowardpllc.com,California Secretary of State + State Bar Aggregation,9.6,4.1,Boutique,ACTIVE
CA-000172,"Brown, Jackson & Collins",Irvine,Orange,CA,Healthcare Law; Medical Malpractice,1977,7,(619) 555-1172,https://brownjacksonandcollins.com,California Secretary of State + State Bar Aggregation,9.7,4.2,Small Firm (2-10),ACTIVE
CA-000173,Davis-Green LLP,Irvine,Orange,CA,Personal Injury; Wrongful Death,1978,79,(949) 555-1173,https://davisgreenllp.com,California Secretary of State + State Bar Aggregation,9.8,4.3,Large (50-200),ACTIVE
CA-000174,Lopez & Campbell Associates,Irvine,Orange,CA,Corporate Law; Business Formation,1979,1,(562) 555-1174,https://lopezandcampbellassociates.com,California Secretary of State + State Bar Aggregation,9.9,4.4,Solo Practice,ACTIVE
CA-000175,Kim LLC,Irvine,Orange,CA,Intellectual Property; Patent Law,1980,29,(323) 555-1175,https://kimllc.com,California Secretary of State + State Bar Aggregation,7.5,4.5,Mid-Size (11-50),ACTIVE
CA-000176,The Jackson Law Firm,Irvine,Orange,CA,Litigation; Civil Litigation; Trial Law,1981,9,(661) 555-1176,https://thejacksonlawfirm.com,California Secretary of State + State Bar Aggregation,7.6,4.6,Boutique,ACTIVE
CA-000177,"Moore, Williams & Carter",Irvine,Orange,CA,Employment Law; HR Compliance,1982,4,(831) 555-1177,https://moorewilliamsandcarter.com,California Secretary of State + State Bar Aggregation,7.7,4.7,Small Firm (2-10),ACTIVE
CA-000178,Nelson-Rodriguez Attorneys,Irvine,Orange,CA,Real Estate; Property Law,1983,167,(415) 555-1178,https://nelsonrodriguezattorneys.com,California Secretary of State + State Bar Aggregation,7.8,4.8,Large (50-200),ACTIVE
CA-000179,Campbell & Chen Legal,Irvine,Orange,CA,Family Law; Divorce; Custody,1984,1,(805) 555-1179,https://campbellandchenlegal.com,California Secretary of State + State Bar Aggregation,7.9,4.9,Solo Practice,ACTIVE
CA-000180,Collins Counsel,Irvine,Orange,CA,Criminal Law; White Collar Crime,1985,11,(760) 555-1180,https://collinscounsel.com,California Secretary of State + State Bar Aggregation,8.0,4.0,Mid-Size (11-50),ACTIVE
CA-000181,The Cook PLLC,Irvine,Orange,CA,Immigration Law; Visa Matters,1986,14,(858) 555-1181,https://thecookpllc.com,California Secretary of State + State Bar Aggregation,8.1,4.1,Boutique,ACTIVE
CA-000182,Roberts Law Firm,Santa Ana,Orange,CA,Intellectual Property; Patent Law,1987,27,(323) 555-1182,https://robertslawfirm.com,California Secretary of State + State Bar Aggregation,8.2,4.2,Mid-Size (11-50),ACTIVE
CA-000183,The Evans Partners,Santa Ana,Orange,CA,Litigation; Civil Litigation; Trial Law,1988,11,(661) 555-1183,https://theevanspartners.com,California Secretary of State + State Bar Aggregation,8.3,4.3,Boutique,ACTIVE
CA-000184,"Morris, Phillips & Moore",Santa Ana,Orange,CA,Employment Law; HR Compliance,1989,4,(831) 555-1184,https://morrisphillipsandmoore.com,California Secretary of State + State Bar Aggregation,8.4,4.4,Small Firm (2-10),ACTIVE
CA-000185,Morgan-Reeves Associates,Santa Ana,Orange,CA,Real Estate; Property Law,1990,180,(415) 555-1185,https://morganreevesassociates.com,California Secretary of State + State Bar Aggregation,8.5,4.5,Large (50-200),ACTIVE
CA-000186,Bell & Peterson Counsel,Santa Ana,Orange,CA,Family Law; Divorce; Custody,1991,1,(805) 555-1186,https://bellandpetersoncounsel.com,California Secretary of State + State Bar Aggregation,8.6,4.6,Solo Practice,ACTIVE
CA-000187,Williams PLLC,Santa Ana,Orange,CA,Criminal Law; White Collar Crime,1992,17,(760) 555-1187,https://williamspllc.com,California Secretary of State + State Bar Aggregation,8.7,4.7,Mid-Size (11-50),ACTIVE
CA-000188,The Miller Law Group,Santa Ana,Orange,CA,Immigration Law; Visa Matters,1993,13,(858) 555-1188,https://themillerlawgroup.com,California Secretary of State + State Bar Aggregation,8.8,4.8,Boutique,ACTIVE
CA-000189,"Hernandez, Lee & Anderson",Santa Ana,Orange,CA,Bankruptcy; Debt Relief,1994,6,(714) 555-1189,https://hernandezleeandanderson.com,California Secretary of State + State Bar Aggregation,8.9,4.9,Small Firm (2-10),ACTIVE
CA-000190,Chen-Jackson Legal,Santa Ana,Orange,CA,Environmental Law; Compliance,1995,180,(213) 555-1190,https://chenjacksonlegal.com,California Secretary of State + State Bar Aggregation,9.0,4.0,Large (50-200),ACTIVE
CA-000191,Thomas & Green LLC,Santa Ana,Orange,CA,Estate Planning; Probate,1996,1,(818) 555-1191,https://thomasandgreenllc.com,California Secretary of State + State Bar Aggregation,9.1,4.1,Solo Practice,ACTIVE
CA-000192,Martin Law Firm,Santa Ana,Orange,CA,Securities Law; Compliance; Enforcement,1997,49,(559) 555-1192,https://martinlawfirm.com,California Secretary of State + State Bar Aggregation,9.2,4.2,Mid-Size (11-50),ACTIVE
CA-000193,The Adams Partners,Santa Ana,Orange,CA,Entertainment Law; Media & Broadcasting,1998,6,(510) 555-1193,https://theadamspartners.com,California Secretary of State + State Bar Aggregation,9.3,4.3,Boutique,ACTIVE
CA-000194,"Phillips, Cooper & Martinez",Santa Ana,Orange,CA,Healthcare Law; Medical Malpractice,1999,4,(650) 555-1194,https://phillipscooperandmartinez.com,California Secretary of State + State Bar Aggregation,9.4,4.4,Small Firm (2-10),ACTIVE
CA-000195,Edwards-Williams Associates,Santa Ana,Orange,CA,Personal Injury; Wrongful Death,2000,146,(909) 555-1195,https://edwardswilliamsassociates.com,California Secretary of State + State Bar Aggregation,9.5,4.5,Large (50-200),ACTIVE
CA-000196,"Young, Morgan & Lopez",Chula Vista,San Diego,CA,Bankruptcy; Debt Relief,2001,4,(714) 555-1196,https://youngmorganandlopez.com,California Secretary of State + State Bar Aggregation,9.6,4.6,Small Firm (2-10),ACTIVE
CA-000197,Carter-Smith Counsel,Chula Vista,San Diego,CA,Environmental Law; Compliance,2002,189,(213) 555-1197,https://cartersmithcounsel.com,California Secretary of State + State Bar Aggregation,9.7,4.7,Large (50-200),ACTIVE
CA-000198,Parker & Miller Law Firm,Chula Vista,San Diego,CA,Estate Planning; Probate,2003,1,(818) 555-1198,https://parkerandmillerlawfirm.com,California Secretary of State + State Bar Aggregation,9.8,4.8,Solo Practice,ACTIVE
CA-000199,Reeves Partners,Chula Vista,San Diego,CA,Securities Law; Compliance; Enforcement,2004,44,(559) 555-1199,https://reevespartners.com,California Secretary of State + State Bar Aggregation,9.9,4.9,Mid-Size (11-50),ACTIVE
CA-000200,The Rogers LLP,Chula Vista,San Diego,CA,Entertainment Law; Media & Broadcasting,2005,3,(510) 555-1200,https://therogersllp.com,California Secretary of State + State Bar Aggregation,7.5,4.0,Boutique,ACTIVE
CA-000201,"Reed, Young & Jones",Chula Vista,San Diego,CA,Healthcare Law; Medical Malpractice,2006,7,(650) 555-1201,https://reedyoungandjones.com,California Secretary of State + State Bar Aggregation,7.6,4.1,Small Firm (2-10),ACTIVE
CA-000202,Johnson-Phillips LLC,Chula Vista,San Diego,CA,Personal Injury; Wrongful Death,2007,176,(909) 555-1202,https://johnsonphillipsllc.com,California Secretary of State + State Bar Aggregation,7.7,4.2,Large (50-200),ACTIVE
CA-000203,Garcia & Reeves PLLC,Chula Vista,San Diego,CA,Corporate Law; Business Formation,2008,1,(619) 555-1203,https://garciaandreevespllc.com,California Secretary of State + State Bar Aggregation,7.8,4.3,Solo Practice,ACTIVE
CA-000204,Martinez Law Group,Chula Vista,San Diego,CA,Intellectual Property; Patent Law,2009,12,(949) 555-1204,https://martinezlawgroup.com,California Secretary of State + State Bar Aggregation,7.9,4.4,Mid-Size (11-50),ACTIVE
CA-000205,The Lee Attorneys,Chula Vista,San Diego,CA,Litigation; Civil Litigation; Trial Law,2010,4,(562) 555-1205,https://theleeattorneys.com,California Secretary of State + State Bar Aggregation,8.0,4.5,Boutique,ACTIVE
CA-000206,"Taylor, Davis & Reed",Chula Vista,San Diego,CA,Employment Law; HR Compliance,2011,7,(323) 555-1206,https://taylordavisandreed.com,California Secretary of State + State Bar Aggregation,8.1,4.6,Small Firm (2-10),ACTIVE
CA-000207,Harris-Lee Counsel,Chula Vista,San Diego,CA,Real Estate; Property Law,2012,129,(661) 555-1207,https://harrisleecounsel.com,California Secretary of State + State Bar Aggregation,8.2,4.7,Large (50-200),ACTIVE
CA-000208,Green & Jackson Law Firm,Chula Vista,San Diego,CA,Family Law; Divorce; Custody,2013,1,(831) 555-1208,https://greenandjacksonlawfirm.com,California Secretary of State + State Bar Aggregation,8.3,4.8,Solo Practice,ACTIVE
CA-000209,Roberts Partners,Chula Vista,San Diego,CA,Criminal Law; White Collar Crime,2014,26,(415) 555-1209,https://robertspartners.com,California Secretary of State + State Bar Aggregation,8.4,4.9,Mid-Size (11-50),ACTIVE
CA-000210,Jackson & Taylor Law Group,Playa Vista,Los Angeles,CA,Corporate Law; Business Formation,2015,1,(619) 555-1210,https://jacksonandtaylorlawgroup.com,California Secretary of State + State Bar Aggregation,8.5,4.0,Solo Practice,ACTIVE
CA-000211,Moore Attorneys,Playa Vista,Los Angeles,CA,Intellectual Property; Patent Law,2016,14,(949) 555-1211,https://mooreattorneys.com,California Secretary of State + State Bar Aggregation,8.6,4.1,Mid-Size (11-50),ACTIVE
CA-000212,The Nelson Associates,Playa Vista,Los Angeles,CA,Litigation; Civil Litigation; Trial Law,2017,6,(562) 555-1212,https://thenelsonassociates.com,California Secretary of State + State Bar Aggregation,8.7,4.2,Boutique,ACTIVE
CA-000213,"Campbell, Collins & Cook",Playa Vista,Los Angeles,CA,Employment Law; HR Compliance,2018,3,(323) 555-1213,https://campbellcollinsandcook.com,California Secretary of State + State Bar Aggregation,8.8,4.3,Small Firm (2-10),ACTIVE
CA-000214,Collins-Morgan PLLC,Playa Vista,Los Angeles,CA,Real Estate; Property Law,2019,72,(661) 555-1214,https://collinsmorganpllc.com,California Secretary of State + State Bar Aggregation,8.9,4.4,Large (50-200),ACTIVE
CA-000215,Cook & Smith Partners,Playa Vista,Los Angeles,CA,Family Law; Divorce; Custody,2020,1,(831) 555-1215,https://cookandsmithpartners.com,California Secretary of State + State Bar Aggregation,9.0,4.5,Solo Practice,ACTIVE
CA-000216,Cooper LLP,Playa Vista,Los Angeles,CA,Criminal Law; White Collar Crime,2021,42,(415) 555-1216,https://cooperllp.com,California Secretary of State + State Bar Aggregation,9.1,4.6,Mid-Size (11-50),ACTIVE
CA-000217,The Smith Legal,Playa Vista,Los Angeles,CA,Immigration Law; Visa Matters,2022,4,(805) 555-1217,https://thesmithlegal.com,California Secretary of State + State Bar Aggregation,9.2,4.7,Boutique,ACTIVE
CA-000218,"Jones, Thomas & Parker",Playa Vista,Los Angeles,CA,Bankruptcy; Debt Relief,2023,10,(760) 555-1218,https://jonesthomasandparker.com,California Secretary of State + State Bar Aggregation,9.3,4.8,Small Firm (2-10),ACTIVE
CA-000219,Rodriguez-Young Law Firm,Playa Vista,Los Angeles,CA,Environmental Law; Compliance,2024,83,(858) 555-1219,https://rodriguezyounglawfirm.com,California Secretary of State + State Bar Aggregation,9.4,4.9,Large (50-200),ACTIVE
CA-000220,Gonzalez & Phillips Law Group,Playa Vista,Los Angeles,CA,Estate Planning; Probate,1970,1,(714) 555-1220,https://gonzalezandphillipslawgroup.com,California Secretary of State + State Bar Aggregation,9.5,4.0,Solo Practice,ACTIVE
CA-000221,Anderson Attorneys,Playa Vista,Los Angeles,CA,Securities Law; Compliance; Enforcement,1971,19,(213) 555-1221,https://andersonattorneys.com,California Secretary of State + State Bar Aggregation,9.6,4.1,Mid-Size (11-50),ACTIVE
CA-000222,The White Associates,Playa Vista,Los Angeles,CA,Entertainment Law; Media & Broadcasting,1972,13,(818) 555-1222,https://thewhiteassociates.com,California Secretary of State + State Bar Aggregation,9.7,4.2,Boutique,ACTIVE
CA-000223,"Young, Johnson & Green",Playa Vista,Los Angeles,CA,Healthcare Law; Medical Malpractice,1973,9,(559) 555-1223,https://youngjohnsonandgreen.com,California Secretary of State + State Bar Aggregation,9.8,4.3,Small Firm (2-10),ACTIVE
CA-000224,The Chen Counsel,Palo Alto,Santa Clara,CA,Immigration Law; Visa Matters,1974,11,(805) 555-1224,https://thechencounsel.com,California Secretary of State + State Bar Aggregation,9.9,4.4,Boutique,ACTIVE
CA-000225,"Thomas, Howard & Nelson",Palo Alto,Santa Clara,CA,Bankruptcy; Debt Relief,1975,4,(760) 555-1225,https://thomashowardandnelson.com,California Secretary of State + State Bar Aggregation,7.5,4.5,Small Firm (2-10),ACTIVE
CA-000226,Martin-Garcia Partners,Palo Alto,Santa Clara,CA,Environmental Law; Compliance,1976,118,(858) 555-1226,https://martingarciapartners.com,California Secretary of State + State Bar Aggregation,7.6,4.6,Large (50-200),ACTIVE
CA-000227,Adams & Lopez Attorneys,Palo Alto,Santa Clara,CA,Estate Planning; Probate,1977,1,(714) 555-1227,https://adamsandlopezattorneys.com,California Secretary of State + State Bar Aggregation,7.7,4.7,Solo Practice,ACTIVE
CA-000228,Phillips Associates,Palo Alto,Santa Clara,CA,Securities Law; Compliance; Enforcement,1978,44,(213) 555-1228,https://phillipsassociates.com,California Secretary of State + State Bar Aggregation,7.8,4.8,Mid-Size (11-50),ACTIVE
CA-000229,The Edwards LLC,Palo Alto,Santa Clara,CA,Entertainment Law; Media & Broadcasting,1979,12,(818) 555-1229,https://theedwardsllc.com,California Secretary of State + State Bar Aggregation,7.9,4.9,Boutique,ACTIVE
CA-000230,"Murphy, Roberts & White",Palo Alto,Santa Clara,CA,Healthcare Law; Medical Malpractice,1980,8,(559) 555-1230,https://murphyrobertsandwhite.com,California Secretary of State + State Bar Aggregation,8.0,4.0,Small Firm (2-10),ACTIVE
CA-000231,Peterson-Collins Law Group,Palo Alto,Santa Clara,CA,Personal Injury; Wrongful Death,1981,105,(510) 555-1231,https://petersoncollinslawgroup.com,California Secretary of State + State Bar Aggregation,8.1,4.1,Large (50-200),ACTIVE
CA-000232,Howard & Morgan LLP,Palo Alto,Santa Clara,CA,Corporate Law; Business Formation,1982,1,(650) 555-1232,https://howardandmorganllp.com,California Secretary of State + State Bar Aggregation,8.2,4.2,Solo Practice,ACTIVE
CA-000233,Brown Legal,Palo Alto,Santa Clara,CA,Intellectual Property; Patent Law,1983,45,(909) 555-1233,https://brownlegal.com,California Secretary of State + State Bar Aggregation,8.3,4.3,Mid-Size (11-50),ACTIVE
CA-000234,The Davis Counsel,Palo Alto,Santa Clara,CA,Litigation; Civil Litigation; Trial Law,1984,15,(619) 555-1234,https://thedaviscounsel.com,California Secretary of State + State Bar Aggregation,8.4,4.4,Boutique,ACTIVE
CA-000235,"Lopez, Gonzalez & Lee",Palo Alto,Santa Clara,CA,Employment Law; HR Compliance,1985,5,(949) 555-1235,https://lopezgonzalezandlee.com,California Secretary of State + State Bar Aggregation,8.5,4.5,Small Firm (2-10),ACTIVE
CA-000236,Kim-Thomas Partners,Palo Alto,Santa Clara,CA,Real Estate; Property Law,1986,130,(562) 555-1236,https://kimthomaspartners.com,California Secretary of State + State Bar Aggregation,8.6,4.6,Large (50-200),ACTIVE
CA-000237,Jackson & Young Attorneys,Palo Alto,Santa Clara,CA,Family Law; Divorce; Custody,1987,1,(323) 555-1237,https://jacksonandyoungattorneys.com,California Secretary of State + State Bar Aggregation,8.7,4.7,Solo Practice,ACTIVE
CA-000238,Martinez-Anderson Attorneys,Mountain View,Santa Clara,CA,Personal Injury; Wrongful Death,1988,153,(510) 555-1238,https://martinezandersonattorneys.com,California Secretary of State + State Bar Aggregation,8.8,4.8,Large (50-200),ACTIVE
CA-000239,Lee & Martin Legal,Mountain View,Santa Clara,CA,Corporate Law; Business Formation,1989,1,(650) 555-1239,https://leeandmartinlegal.com,California Secretary of State + State Bar Aggregation,8.9,4.9,Solo Practice,ACTIVE
CA-000240,Taylor Counsel,Mountain View,Santa Clara,CA,Intellectual Property; Patent Law,1990,34,(909) 555-1240,https://taylorcounsel.com,California Secretary of State + State Bar Aggregation,9.0,4.0,Mid-Size (11-50),ACTIVE
