firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,firm_type,status
GA-000143,Smith Law Group,Atlanta,Fulton,GA,Divorce; Admiralty Law,1995,19,(912) 364-4356,https://legal2957.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000144,White Law Group,Atlanta,Fulton,GA,Construction Law; Bankruptcy,2023,18,(229) 333-1169,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000145,Sanchez & Associates,Atlanta,Fulton,GA,Personal Injury; Divorce,1970,1,(478) 349-5211,https://attorney6504.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000146,Williams & Associates,Atlanta,Fulton,GA,Litigation; Personal Injury,1977,25,(706) 980-3993,https://law7083.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000147,Thomas Law Group,Atlanta,Fulton,GA,Employment Law; Commercial Litigation,2004,2,(470) 387-5290,https://lawyers1577.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000148,Torres Legal,Atlanta,Fulton,GA,Commercial Litigation; Employment Law,1993,37,(912) 399-7465,https://lawyers2381.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000149,Moore Legal,Atlanta,Fulton,GA,Admiralty Law; Divorce,1961,18,(762) 803-3419,https://legal5035.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000150,Gonzalez & Parker LLP,Atlanta,Fulton,GA,Securities Law; Real Estate,2008,21,(678) 945-7703,https://firm9904.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000151,Thomas Law Group,Atlanta,Fulton,GA,Healthcare Law; Bankruptcy,2022,34,(678) 378-2032,https://lawyers5187.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000152,King Legal,Atlanta,Fulton,GA,Business Law; Securities Law,1974,13,(404) 661-7346,https://legal9813.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000153,Ramirez Legal,Atlanta,Fulton,GA,Real Estate; Business Law,1987,13,(762) 718-2766,https://legal9686.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000154,Brown Law Group,Atlanta,Fulton,GA,Corporate Law; Bankruptcy,2000,23,(470) 326-8521,https://lawyers6416.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000155,Collins Law Group,Atlanta,Fulton,GA,Construction Law; Tax Law,1999,1,(912) 289-7914,https://lawyers4163.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000156,"Wilson, Martinez & Davis",Atlanta,Fulton,GA,Business Law; DUI Defense,1984,7,(770) 765-2500,https://law2527.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000157,Wilson Legal,Atlanta,Fulton,GA,Mergers & Acquisitions; Divorce,1999,15,(229) 311-7664,https://firm5319.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000158,"King, Thompson & Hernandez",Atlanta,Fulton,GA,Intellectual Property; DUI Defense,2014,41,(404) 207-3281,https://legal7583.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000159,Miller Legal,Atlanta,Fulton,GA,Family Law; Litigation,1966,18,(478) 835-2896,https://law6560.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000160,Garcia Legal,Atlanta,Fulton,GA,Healthcare Law; Civil Litigation,2021,18,(478) 897-4265,https://attorney8044.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000161,The King Law Firm,Atlanta,Fulton,GA,Personal Injury; Admiralty Law,1983,17,(678) 841-3124,https://law3308.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000162,Parker Legal,Atlanta,Fulton,GA,Commercial Litigation; Intellectual Property,2007,19,(706) 678-4125,https://attorney4387.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000163,Lopez Legal,Atlanta,Fulton,GA,DUI Defense; Divorce,1961,31,(678) 568-1504,https://law4058.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000164,Parker Law Group,Atlanta,Fulton,GA,Securities Law; Bankruptcy,1988,18,(770) 559-8206,https://lawyers7897.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000165,Campbell & Associates,Atlanta,Fulton,GA,Divorce; Construction Law,2017,10,(706) 907-1617,https://law9086.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000166,Edwards & Associates,Atlanta,Fulton,GA,Employment Law; Probate,1976,14,(470) 778-7927,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000167,White & Hernandez LLP,Atlanta,Fulton,GA,Immigration Law; Healthcare Law,1979,43,(229) 607-6941,https://legal5712.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000168,Campbell Legal,Atlanta,Fulton,GA,Immigration Law; Divorce,1976,35,(404) 977-5953,https://firm4563.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000169,Johnson & Associates,Atlanta,Fulton,GA,Corporate Law; Intellectual Property,2011,40,(478) 520-6214,https://attorney8203.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000170,Lewis Legal,Atlanta,Fulton,GA,Construction Law; Corporate Law,2003,15,(678) 860-1635,https://lawyers1364.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000171,"Murphy, Allen & King",Atlanta,Fulton,GA,Commercial Litigation; Real Estate,1969,17,(762) 470-4469,https://firm7450.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000172,Gonzalez Law Group,Atlanta,Fulton,GA,Personal Injury; Commercial Litigation,1960,18,(229) 836-7410,https://legal7341.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000173,Lee Legal,Atlanta,Fulton,GA,Securities Law; Real Estate,1988,26,(478) 510-4780,https://law7526.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000174,Smith Legal,Atlanta,Fulton,GA,Corporate Law; Tax Law,2023,32,(478) 862-9202,https://legal5631.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000175,King & Associates,Atlanta,Fulton,GA,Family Law; DUI Defense,1970,26,(770) 874-6549,https://attorney8688.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000176,Martinez Law Group,Atlanta,Fulton,GA,Estate Planning; Probate,1965,47,(678) 526-7852,https://lawyers2585.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000177,Martinez & Associates,Atlanta,Fulton,GA,Patent Law; Personal Injury,1976,41,(762) 799-9354,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000178,Martinez Legal,Atlanta,Fulton,GA,Criminal Defense; Corporate Law,1969,14,(470) 578-1244,https://attorney8962.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000179,King & Associates,Atlanta,Fulton,GA,Intellectual Property; Patent Law,2010,8,(912) 388-1746,https://law1273.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000180,Torres & Associates,Atlanta,Fulton,GA,Bankruptcy; Environmental Law,2000,32,(478) 664-3760,https://firm7271.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000181,Scott & Associates,Atlanta,Fulton,GA,Estate Planning; Patent Law,2017,3,(478) 869-4090,https://law8180.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000182,Moore Legal,Atlanta,Fulton,GA,Business Law; Tax Law,2021,39,(770) 955-8777,https://legal9101.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000183,Young Legal,Atlanta,Fulton,GA,Securities Law; Estate Planning,2015,11,(770) 715-8561,https://legal7341.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000184,Morris Legal,Atlanta,Fulton,GA,DUI Defense; Real Estate,1960,26,(706) 569-5540,https://lawyers6326.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000185,Collins Legal,Atlanta,Fulton,GA,DUI Defense; Tax Law,1962,48,(706) 704-9326,https://firm8521.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000186,Edwards & Associates,Atlanta,Fulton,GA,Healthcare Law; Personal Injury,1977,12,(478) 300-2922,https://legal6695.law,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000187,Anderson & Williams LLP,Atlanta,Fulton,GA,Family Law; Construction Law,2004,12,(478) 770-4825,https://law263.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000188,Moore Law Group,Atlanta,Fulton,GA,Administrative Law; Commercial Litigation,1992,41,(706) 637-2539,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000189,Garcia & Associates,Atlanta,Fulton,GA,Immigration Law; Tax Law,1966,37,(912) 661-8038,https://legal4351.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000190,Walker & Associates,Atlanta,Fulton,GA,Criminal Defense; Estate Planning,1970,29,(678) 491-4758,https://legal2210.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000191,Morris & Associates,Atlanta,Fulton,GA,Bankruptcy; Intellectual Property,1968,16,(912) 351-4325,https://legal2745.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000192,Edwards Law Group,Atlanta,Fulton,GA,Probate; Healthcare Law,2011,41,(404) 468-4303,https://firm7119.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000193,King & Associates,Atlanta,Fulton,GA,Administrative Law; Family Law,2016,28,(770) 516-9992,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000194,Miller & Associates,Atlanta,Fulton,GA,Probate; Patent Law,1984,41,(470) 330-7268,https://law7235.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000195,Brown Law Group,Atlanta,Fulton,GA,Litigation; Employment Law,2020,44,(912) 720-6949,https://law5750.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000196,The Morris Law Firm,Atlanta,Fulton,GA,Patent Law; Administrative Law,2011,21,(404) 888-9672,https://attorney9707.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000197,Martin Law Group,Atlanta,Fulton,GA,Immigration Law; Administrative Law,1991,44,(470) 859-1361,https://legal5502.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000198,Scott Law Group,Atlanta,Fulton,GA,Tax Law; Corporate Law,1975,10,(770) 808-8943,https://attorney1452.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000199,Edwards & Phillips LLP,Atlanta,Fulton,GA,Criminal Defense; Environmental Law,2003,45,(762) 410-2172,https://attorney6921.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000200,White & Associates,Atlanta,Fulton,GA,Family Law; Criminal Defense,2023,23,(706) 279-7002,https://law7745.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000201,Jones & Associates,Atlanta,Fulton,GA,Litigation; Commercial Litigation,2020,25,(478) 887-8616,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000202,Anderson & Young LLP,Atlanta,Fulton,GA,Immigration Law; Tax Law,2017,37,(678) 666-4060,https://law5153.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000203,Martin Law Group,Atlanta,Fulton,GA,Corporate Law; Personal Injury,1972,22,(478) 758-4700,https://law7248.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000204,Wilson & Edwards LLP,Atlanta,Fulton,GA,Bankruptcy; Construction Law,2015,31,(706) 374-8799,https://firm4691.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000205,Thompson & Associates,Atlanta,Fulton,GA,Mergers & Acquisitions; Admiralty Law,1994,28,(762) 518-1463,https://attorney2414.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000206,King Legal,Atlanta,Fulton,GA,Bankruptcy; Criminal Defense,1988,40,(478) 752-8854,https://firm7177.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000207,"Moore, Young & Robinson",Atlanta,Fulton,GA,Tax Law; Corporate Law,1985,46,(470) 339-6889,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000208,Miller & Associates,Atlanta,Fulton,GA,Patent Law; Mergers & Acquisitions,2013,23,(762) 841-4921,https://attorney6081.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000209,Gonzalez & Associates,Atlanta,Fulton,GA,Business Law; Construction Law,2022,26,(678) 631-1458,https://firm5589.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000210,Johnson & Associates,Atlanta,Fulton,GA,Divorce; Securities Law,1967,29,(229) 415-1919,https://law847.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000211,Lee & Associates,Atlanta,Fulton,GA,Tax Law; Commercial Litigation,1986,48,(478) 580-2481,https://legal439.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000212,The Miller Law Firm,Atlanta,Fulton,GA,Estate Planning; Bankruptcy,2015,49,(770) 814-9751,https://law7809.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000213,Collins Legal,Atlanta,Fulton,GA,Personal Injury; Litigation,2017,46,(678) 212-4986,https://law9626.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000214,Collins & Associates,Atlanta,Fulton,GA,Patent Law; Administrative Law,1970,5,(478) 635-4680,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000215,Garcia & Brown LLP,Atlanta,Fulton,GA,Probate; Litigation,1988,42,(762) 835-7092,https://legal8258.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000216,"Smith, Moore & Williams",Atlanta,Fulton,GA,Corporate Law; Construction Law,1985,10,(762) 364-7714,https://legal9000.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000217,Williams Law Group,Atlanta,Fulton,GA,Admiralty Law; Securities Law,1983,1,(478) 595-4088,https://law2381.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000218,Perez Law Group,Atlanta,Fulton,GA,Environmental Law; Bankruptcy,2004,31,(478) 303-7709,https://legal6868.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000219,Smith Legal,Atlanta,Fulton,GA,Construction Law; Civil Litigation,2003,8,(404) 391-2769,https://law6222.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000220,Peterson & Johnson LLP,Atlanta,Fulton,GA,Intellectual Property; Mergers & Acquisitions,1979,30,(770) 385-4605,https://lawyers3347.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000221,The Walker Law Firm,Atlanta,Fulton,GA,Litigation; Healthcare Law,1979,44,(762) 874-4269,https://firm3888.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000222,Murphy & Associates,Atlanta,Fulton,GA,Civil Litigation; Mergers & Acquisitions,2019,43,(912) 429-9194,https://firm4040.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000223,Lewis & Associates,Atlanta,Fulton,GA,Bankruptcy; DUI Defense,1971,34,(470) 482-7742,https://lawyers866.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000224,Reeves Legal,Atlanta,Fulton,GA,Divorce; Admiralty Law,2010,5,(912) 688-2079,https://lawyers7388.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000225,Martinez & Associates,Atlanta,Fulton,GA,Commercial Litigation; Admiralty Law,1963,16,(229) 243-7399,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000226,Allen Law Group,Atlanta,Fulton,GA,Commercial Litigation; Immigration Law,2015,44,(404) 948-3934,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000227,King Legal,Atlanta,Fulton,GA,Bankruptcy; Probate,1962,35,(470) 783-6301,https://law8233.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000228,Jackson Law Group,Atlanta,Fulton,GA,Family Law; DUI Defense,1988,43,(678) 555-7554,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000229,Thompson & Johnson LLP,Atlanta,Fulton,GA,Bankruptcy; Business Law,1991,43,(706) 257-6979,https://legal1432.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000230,Phillips & Associates,Atlanta,Fulton,GA,DUI Defense; Corporate Law,2006,21,(404) 270-8025,https://attorney3097.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000231,Torres Law Group,Atlanta,Fulton,GA,Employment Law; Bankruptcy,1979,11,(706) 677-3418,https://firm6659.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000232,Walker Legal,Atlanta,Fulton,GA,Business Law; Criminal Defense,1989,29,(770) 802-8910,https://attorney3456.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000233,Anderson Law Group,Atlanta,Fulton,GA,Divorce; Employment Law,1968,29,(706) 726-1752,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000234,Murphy & Associates,Atlanta,Fulton,GA,Business Law; Criminal Defense,1978,45,(706) 346-4315,https://lawyers7559.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000235,Morris Law Group,Atlanta,Fulton,GA,Criminal Defense; Probate,1977,47,(706) 366-3393,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000236,Lewis Law Group,Atlanta,Fulton,GA,Bankruptcy; Tax Law,1990,1,(770) 776-6549,https://firm9457.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000237,The Wright Law Firm,Atlanta,Fulton,GA,Commercial Litigation; Civil Litigation,1968,3,(912) 388-1722,https://lawyers6349.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000238,Morris Legal,Atlanta,Fulton,GA,Estate Planning; Civil Litigation,2014,7,(470) 890-1124,https://lawyers4498.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000239,"Davis, Garcia & King",Atlanta,Fulton,GA,Admiralty Law; Construction Law,1980,17,(762) 750-5795,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000240,Peterson Legal,Atlanta,Fulton,GA,Probate; Real Estate,1992,45,(478) 303-5951,https://firm5565.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000241,Peterson & Associates,Atlanta,Fulton,GA,Bankruptcy; Estate Planning,1982,13,(478) 464-6878,https://law8950.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000242,The White Law Firm,Atlanta,Fulton,GA,Commercial Litigation; Construction Law,1963,48,(912) 791-4296,https://lawyers4293.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000243,Lewis Legal,Atlanta,Fulton,GA,Civil Litigation; Corporate Law,1969,26,(478) 434-3287,https://firm8632.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000244,Davis Legal,Atlanta,Fulton,GA,Patent Law; Intellectual Property,1962,6,(770) 606-9720,https://firm5146.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000245,Ramirez Legal,Atlanta,Fulton,GA,Business Law; Construction Law,1976,3,(470) 625-3038,https://attorney9321.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000246,Campbell & Jones LLP,Atlanta,Fulton,GA,Personal Injury; Family Law,2006,35,(404) 982-3157,https://lawyers2397.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000247,Anderson Law Group,Savannah,Chatham,GA,Real Estate; Tax Law,1998,8,(706) 494-6541,https://legal3197.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000248,Reeves Law Group,Savannah,Chatham,GA,Criminal Defense; Bankruptcy,1997,45,(470) 958-8650,https://attorney2373.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000249,Wilson & Associates,Savannah,Chatham,GA,Probate; Commercial Litigation,2017,25,(706) 824-7401,https://firm7403.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000250,The Rodriguez Law Firm,Savannah,Chatham,GA,Real Estate; Mergers & Acquisitions,1998,3,(762) 216-7634,https://legal6084.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000251,"Martin, Murphy & Phillips",Savannah,Chatham,GA,Construction Law; Corporate Law,1998,37,(706) 973-6665,https://firm4202.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000252,Reeves Law Group,Savannah,Chatham,GA,Employment Law; Litigation,2015,37,(470) 772-9723,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000253,Torres & Associates,Savannah,Chatham,GA,Mergers & Acquisitions; Construction Law,2015,37,(678) 408-4089,https://lawyers5124.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000254,Clark & Associates,Savannah,Chatham,GA,Securities Law; Litigation,2018,49,(912) 475-7336,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000255,Peterson & Thompson LLP,Savannah,Chatham,GA,Family Law; Civil Litigation,2022,1,(912) 876-7949,https://legal607.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000256,Peterson & Johnson LLP,Savannah,Chatham,GA,Probate; DUI Defense,2020,44,(912) 935-4604,https://law7944.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000257,Peterson & Rodriguez LLP,Savannah,Chatham,GA,Intellectual Property; Employment Law,1993,32,(470) 287-3454,https://firm2454.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000258,Peterson & Associates,Savannah,Chatham,GA,Healthcare Law; Intellectual Property,1974,41,(478) 631-4347,https://attorney7551.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000259,Williams & Harris LLP,Savannah,Chatham,GA,Real Estate; Estate Planning,1976,7,(470) 554-9496,https://law2942.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000260,The Sanchez Law Firm,Savannah,Chatham,GA,Employment Law; Immigration Law,1962,7,(404) 836-7895,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000261,"Jones, Collins & White",Savannah,Chatham,GA,Mergers & Acquisitions; Construction Law,2020,6,(762) 229-8502,https://attorney1005.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000262,The Edwards Law Firm,Savannah,Chatham,GA,Corporate Law; Employment Law,1967,4,(478) 838-7200,https://attorney7762.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000263,Anderson & Associates,Savannah,Chatham,GA,Securities Law; Construction Law,1969,23,(706) 584-9385,https://firm3548.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000264,Reeves Legal,Savannah,Chatham,GA,Securities Law; Litigation,1964,7,(706) 706-5317,https://legal3454.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000265,Wilson & Associates,Savannah,Chatham,GA,Immigration Law; Litigation,1988,3,(678) 354-3180,https://lawyers2481.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000266,Perez Law Group,Savannah,Chatham,GA,Administrative Law; Probate,1972,8,(770) 617-7027,https://law4055.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000267,Martin & Young LLP,Savannah,Chatham,GA,Litigation; DUI Defense,2021,47,(770) 922-1204,https://legal3069.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000268,Peterson & Associates,Savannah,Chatham,GA,Construction Law; Securities Law,1978,12,(678) 297-2894,https://firm1515.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000269,Sanchez & Associates,Savannah,Chatham,GA,Divorce; Civil Litigation,1987,40,(478) 561-9037,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000270,"Rodriguez, Williams & Wright",Savannah,Chatham,GA,Tax Law; Probate,1964,21,(912) 295-2357,https://firm8485.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000271,"Campbell, Ramirez & Torres",Savannah,Chatham,GA,Civil Litigation; Securities Law,1992,10,(706) 804-3655,https://firm861.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000272,Anderson Law Group,Savannah,Chatham,GA,Divorce; Environmental Law,1974,12,(229) 730-9752,https://lawyers2488.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000273,Phillips Legal,Savannah,Chatham,GA,Personal Injury; Admiralty Law,1977,6,(678) 912-1114,https://law1103.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000274,Jones Law Group,Savannah,Chatham,GA,Bankruptcy; Family Law,2019,43,(762) 344-9792,https://attorney2971.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000275,"Anderson, Anderson & Miller",Savannah,Chatham,GA,Immigration Law; Administrative Law,2005,19,(762) 796-5795,https://law789.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000276,Davis & Associates,Savannah,Chatham,GA,Criminal Defense; Divorce,2021,4,(770) 598-9815,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000277,Gonzalez Law Group,Savannah,Chatham,GA,Criminal Defense; Bankruptcy,1980,4,(478) 677-8138,https://law6378.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000278,Williams Legal,Savannah,Chatham,GA,Patent Law; Family Law,1986,20,(478) 805-8503,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000279,Scott & Associates,Savannah,Chatham,GA,Intellectual Property; Securities Law,1988,31,(404) 279-1310,https://legal8815.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000280,The Garcia Law Firm,Savannah,Chatham,GA,Employment Law; Estate Planning,1990,47,(470) 934-7682,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000281,Lee Legal,Savannah,Chatham,GA,Intellectual Property; Administrative Law,2019,49,(706) 667-6182,https://attorney8203.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000282,"Lewis, Rodriguez & Lopez",Savannah,Chatham,GA,Divorce; Securities Law,2014,30,(404) 792-9825,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000283,Parker Law Group,Savannah,Chatham,GA,Business Law; Securities Law,1993,34,(470) 257-3317,https://attorney1060.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000284,Hernandez Law Group,Savannah,Chatham,GA,Tax Law; Administrative Law,1961,26,(470) 211-2529,https://law4176.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000285,The Collins Law Firm,Savannah,Chatham,GA,Securities Law; Administrative Law,1964,22,(478) 829-3173,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000286,Wright Legal,Savannah,Chatham,GA,Estate Planning; Business Law,1995,37,(470) 441-2527,https://firm4846.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
